IDventa,Numero de Ticket,Nombre cliente,IDVendedor
2041,3040,Marisol Plaza Barba,9
2042,3041,Luisa Vives-Bayón,8
2043,3042,Otilia Reig Ferrero,10
2044,3043,Constanza Serna Mariscal,3
2045,3044,Emma Núñez Ávila,8
2046,3045,Emperatriz Higueras Garrido,3
2047,3046,Olegario Barragán Infante,2
2048,3047,Gabino España Machado,2
2049,3048,Débora García Roig,2
2050,3049,Azahar Alegre Sureda,1
2051,3050,Pastor Coloma,6
2052,3051,Marcela Vigil Romeu,4
2053,3052,Victoriano del Segarra,10
2054,3053,Ramona Soto-Mercader,8
2055,3054,Lisandro Pereira Machado,2
2056,3055,Guadalupe Llano,5
2057,3056,Erasmo del Haro,6
2058,3057,Herminia Báez Jáuregui,5
2059,3058,Rubén Puerta Bayón,1
2060,3059,Rosa Dominguez,4
2061,3060,Victor Manuel Carmona Capdevila,4
2062,3061,Olegario Rosado,2
2063,3062,Gabriel Macario Oliver Ángel,4
2064,3063,Azahara Gil-Abella,9
2065,3064,Rosa María Florinda Avilés Carretero,3
2066,3065,Aurora Torrents Machado,8
2067,3066,Arcelia Yáñez Barriga,3
2068,3067,Lucila Carrasco-Duran,3
2069,3068,Chuy de Múñiz,3
2070,3069,Eutropio Linares Montaña,2
2071,3070,Matías Zabaleta Arranz,8
2072,3071,Octavio Ocaña Sanmiguel,4
2073,3072,Vinicio Peral Valenciano,9
2074,3073,Adelardo Nando Olivé Gallart,4
2075,3074,Juan José Portero Tudela,5
2076,3075,David Jose Antonio Manjón Carbajo,6
2077,3076,Bernardita de Collado,10
2078,3077,Nilda Bravo Ramis,8
2079,3078,Armando Ramis Cabrero,9
2080,3079,Filomena Rocamora Fonseca,9
2081,3080,Olga Bou Cobos,2
2082,3081,Primitivo Ropero Pulido,1
2083,3082,María Ángeles Ponce Angulo,7
2084,3083,Maximiliano Heliodoro Samper Castrillo,4
2085,3084,Clara Inés Cardona Rosa,3
2086,3085,Moisés Mas Guijarro,10
2087,3086,Donato Benavides Salgado,1
2088,3087,Cristian Baños Dueñas,9
2089,3088,Sandra Barco Rosado,8
2090,3089,Roxana Sáez Correa,6
2091,3090,Jose Antonio Heredia Becerra,8
2092,3091,Cornelio del Huertas,1
2093,3092,Agustín Gras,7
2094,3093,Estrella Perera Escamilla,7
2095,3094,Cruz Luque Escrivá,5
2096,3095,Emelina Cuéllar Torrens,9
2097,3096,Olimpia Dora Suárez Fabra,10
2098,3097,Amancio Jose Miguel Dávila Comas,4
2099,3098,Inés Serrano Nevado,3
2100,3099,Ale Losada,9
2101,3100,Reynaldo Adadia Chico,4
2102,3101,Benigna Escamilla Aguilera,1
2103,3102,Noemí Loreto Zapata Dávila,9
2104,3103,Elpidio Juan Luis Estévez Collado,7
2105,3104,Armida Elías-Manzano,2
2106,3105,Nazaret Zabala Mayo,8
2107,3106,Sebastián Balaguer Camino,8
2108,3107,Artemio Berto Garcia Piñeiro,10
2109,3108,Ainoa Puerta Cisneros,8
2110,3109,Candelaria Carolina Enríquez Naranjo,1
2111,3110,Adolfo Cerezo Tamarit,10
2112,3111,Camilo Curro Haro Vega,2
2113,3112,Mario Mate Anguita,4
2114,3113,Celestino Julián Español Estevez,9
2115,3114,Édgar Torre Nadal,9
2116,3115,Héctor Ibarra Nuñez,10
2117,3116,Priscila Cuevas Montero,4
2118,3117,Abigaíl Franco Batlle,9
2119,3118,Gerardo Vizcaíno Fabregat,7
2120,3119,Yéssica Bosch Pons,1
2121,3120,Luciana de Pujol,6
2122,3121,Candelaria Gisbert Iñiguez,3
2123,3122,Tito Cuevas Andreu,8
2124,3123,Eduardo Amador Batalla Escribano,2
2125,3124,Adela Morcillo Royo,9
2126,3125,Rosalina Carrasco Tamayo,4
2127,3126,Teófila Benito Cantero,6
2128,3127,Diego de Alcolea,4
2129,3128,Fermín Perelló-Pulido,9
2130,3129,Paola Pozo Atienza,10
2131,3130,Bernarda Saura,10
2132,3131,Francisco Jose Camps-Melero,4
2133,3132,Melchor Puga Casas,4
2134,3133,Patricia Varela Barón,1
2135,3134,Nicolasa Pereira Requena,10
2136,3135,Vidal Fuster Molins,10
2137,3136,Carina Huertas Ariño,9
2138,3137,Josefa de Acero,4
2139,3138,Graciana de Soriano,8
2140,3139,Berto Medina Adán,5
2141,3140,Carmen Brunilda Quero Atienza,4
2142,3141,Flavio Cózar Parra,1
2143,3142,Carmelita María Luisa Rivero Toledo,9
2144,3143,Rufino Egea Carvajal,3
2145,3144,Mohamed Ríos Verdugo,3
2146,3145,Ambrosio Angulo Bauzà,2
2147,3146,Teodora Lobato,3
2148,3147,María Manuela de Herrera,3
2149,3148,Florencia Cabezas,6
2150,3149,Rebeca Santos Losada,4
2151,3150,Inés Goñi-Roma,4
2152,3151,Fito Iniesta Llano,8
2153,3152,Nicolás Castelló Montenegro,8
2154,3153,Aránzazu Camps Sanmiguel,3
2155,3154,Ruperta Rios Pedrero,7
2156,3155,Jennifer Camino,4
2157,3156,Cayetana Torre Peñalver,2
2158,3157,Jenny Portero Jover,2
2159,3158,Bautista Pascual,10
2160,3159,Jafet Guzmán Casas,3
2161,3160,Nayara Simó Zamorano,1
2162,3161,Concepción Tormo Arias,8
2163,3162,Juan Manuel Morell-Gimenez,4
2164,3163,Marcela Guerra Carlos,9
2165,3164,Roberta España Cortina,6
2166,3165,Ale Matas,2
2167,3166,Lupe Carranza Valero,6
2168,3167,Esteban Barbero Jaume,6
2169,3168,Sonia Tejero,7
2170,3169,Fernando Cózar Montesinos,3
2171,3170,Melania Moll Galiano,4
2172,3171,Miriam Flor Llamas,2
2173,3172,Angelina Busquets Iglesias,9
2174,3173,Zacarías Valle Vall,7
2175,3174,Virginia Herminia Pina Franch,1
2176,3175,Juan Báez Macias,8
2177,3176,Rebeca Falcó Font,7
2178,3177,Martín Sanmartín Puig,3
2179,3178,Nerea Garay Bayona,5
2180,3179,Susanita Amat,9
2181,3180,Nydia Carbó,4
2182,3181,Otilia Solera Arnau,3
2183,3182,Nieves Costa Becerra,9
2184,3183,Celestino Pozuelo Giralt,3
2185,3184,Cristóbal Becerra Arranz,8
2186,3185,José Antonio Linares Uriarte,6
2187,3186,Pelayo Rosselló Salvà,2
2188,3187,Saturnino de Rey,5
2189,3188,Isaac Ariza Fábregas,3
2190,3189,Reinaldo Coca Larrañaga,4
2191,3190,Violeta Angulo Espinosa,7
2192,3191,Hernán Guillen Quiroga,1
2193,3192,Sigfrido Ropero Cortes,4
2194,3193,Odalys Marcela Lillo Monreal,5
2195,3194,Iris de Salamanca,10
2196,3195,Florencio Valls Cervera,10
2197,3196,Joan Azcona Aragonés,3
2198,3197,Rosario Rovira Miralles,9
2199,3198,María Teresa Varela Ibañez,3
2200,3199,Clementina Goicoechea Saez,1
2201,3200,Gastón Carreño Madrid,8
2202,3201,Hipólito Catalá Blanco,8
2203,3202,Clemente Alberto Seguí,3
2204,3203,Teresita Barriga Alemany,4
2205,3204,Hernán Iglesia Calvo,8
2206,3205,Nazaret Río Roldan,8
2207,3206,Fito López Donaire,5
2208,3207,Andrea Heredia Cózar,8
2209,3208,Candelas Perera Julián,7
2210,3209,Lourdes Mena Murcia,5
2211,3210,Jacinta de Cerro,6
2212,3211,Carina Nebot Revilla,3
2213,3212,Onofre Haro,9
2214,3213,Maura Haro Saavedra,9
2215,3214,Amanda Gárate Pareja,7
2216,3215,Edgardo Segismundo Jaén Ortiz,4
2217,3216,Guiomar Páez Torrents,6
2218,3217,Mateo del Cabrera,2
2219,3218,Adelaida Gallego Macías,4
2220,3219,Custodio Hector Ángel Coca,5
2221,3220,Candelario Martin Conde Bernal,8
2222,3221,Judith Maestre,6
2223,3222,Simón Canales-Palacio,8
2224,3223,Cintia Pera Viña,10
2225,3224,Fidela Serrano Castro,6
2226,3225,Simón Castellanos Gimenez,8
2227,3226,Raimundo Lobato Ruiz,9
2228,3227,Valentín Luján Olivé,10
2229,3228,Bárbara Seguí-Martín,4
2230,3229,Constanza Pareja Valbuena,9
2231,3230,Arturo del Vara,1
2232,3231,Adoración Echevarría Morante,8
2233,3232,Carmen Vilanova Jurado,10
2234,3233,Miguel Beltran Manso,8
2235,3234,Amando Ferrera,7
2236,3235,Blas Carrasco Lobo,10
2237,3236,Adelina Pera Font,6
2238,3237,Maxi Melero Dalmau,8
2239,3238,Jovita Baró Aragonés,3
2240,3239,Teófila Feijoo Casanova,1
2241,3240,Berta Isaura Castellanos Ballester,5
2242,3241,Raquel Clavero Angulo,7
2243,3242,Domingo Córdoba Perelló,7
2244,3243,Adelaida Carballo Cornejo,4
2245,3244,Manuela Riquelme,6
2246,3245,Viviana Pardo Ferrández,2
2247,3246,Sebastián Heredia Iborra,7
2248,3247,Sarita Arce Blasco,1
2249,3248,Lalo Ponce Rosales,10
2250,3249,Dorotea Alonso Estevez,4
2251,3250,Francisco Vaquero Puente,10
2252,3251,Merche Osuna Caro,1
2253,3252,Evita Alfaro Mur,5
2254,3253,Sergio Grau Higueras,1
2255,3254,Manola Nilda Alegria Cabezas,1
2256,3255,Reyes Arévalo Valbuena,6
2257,3256,Eliana Elisa Batalla Busquets,5
2258,3257,Merche Martorell Fabregat,6
2259,3258,Sigfrido Barba Castejón,9
2260,3259,Vinicio Coloma,10
2261,3260,Aarón Acero-Capdevila,3
2262,3261,Mariano Hernán Hervia Perelló,1
2263,3262,Montserrat Eugenia Gómez Muñoz,2
2264,3263,Victor Maldonado-Barriga,1
2265,3264,Samuel del Izquierdo,4
2266,3265,Mariana Mena,10
2267,3266,Paulina del Francisco,9
2268,3267,Bernardino Álamo Fábregas,6
2269,3268,Encarnacion Puente-Marqués,8
2270,3269,Fernando Leopoldo Escobar Crespo,4
2271,3270,Elpidio Ureña Marín,8
2272,3271,Blanca Báez-Sureda,1
2273,3272,Ciro Pintor Maldonado,5
2274,3273,Virgilio Juan Font,5
2275,3274,Sabina Estevez Albero,9
2276,3275,Azahara Heras Borja,4
2277,3276,Ana Sofía Amigó-Torrent,8
2278,3277,Zacarías Iván Santos Juan,6
2279,3278,Estela Pont-Llanos,6
2280,3279,Dalila Alonso Alba,5
2281,3280,Isabela Nazaret Villar Gibert,10
2282,3281,Águeda Macías Miró,10
2283,3282,Dorotea Alegria-Olivé,4
2284,3283,Severino Miró,9
2285,3284,Emma Carmelita Nogués Calderón,8
2286,3285,Sancho Figueroa Echeverría,9
2287,3286,Juan Bautista Bosch Salazar,4
2288,3287,Graciana Viña Clavero,5
2289,3288,Casemiro Valbuena Navas,2
2290,3289,Jesusa Martin,1
2291,3290,Rosa Celestina Neira Ferrández,7
2292,3291,Eduardo Somoza Luís,2
2293,3292,Juliana del Belmonte,10
2294,3293,Purificación Bas Fiol,8
2295,3294,Samanta Matilde Córdoba Ribes,7
2296,3295,Anselmo Sosa Montenegro,7
2297,3296,Juan Luis Jeremías Jara Vilaplana,3
2298,3297,Chita Camino Vélez,6
2299,3298,Gastón Haro Lumbreras,8
2300,3299,Isidora Sales-Gutiérrez,5
2301,3300,Mauricio Gras Méndez,2
2302,3301,América Gelabert Isern,8
2303,3302,Piedad Piña Cantero,3
2304,3303,Ruperta Sanabria Prat,5
2305,3304,Florencia Brígida Alemany Tirado,9
2306,3305,Baudelio Herminio Jurado Pineda,10
2307,3306,Gabriela Lorenzo Ribes,8
2308,3307,Santos Alcalde Garmendia,8
2309,3308,Virginia Esther Catalá Losada,4
2310,3309,Francisco Javier Cuevas Segarra,2
2311,3310,Bernardita Castells,6
2312,3311,Marcelo de Huertas,7
2313,3312,Feliciano Sanjuan-Marqués,9
2314,3313,Guiomar Fabra,3
2315,3314,Jessica Sotelo Soria,10
2316,3315,María Ángeles de Prat,1
2317,3316,Eli Roldán Poza,8
2318,3317,María Jesús Lucas Vargas,7
2319,3318,Kike Sacristán Infante,6
2320,3319,Benito Benet Rodriguez,3
2321,3320,Jesusa Gisbert Uriarte,4
2322,3321,Julio César Hervia Pablo,8
2323,3322,Ximena Mármol Arroyo,3
2324,3323,Dulce Losa Palomo,10
2325,3324,Hector Clemente,7
2326,3325,Cloe Contreras Buendía,4
2327,3326,Susana Duran Álvarez,9
2328,3327,Ester Aguilar Jódar,9
2329,3328,Patricio Horacio Tovar Ramirez,8
2330,3329,Marina Berrocal Escrivá,1
2331,3330,Jose Manuel Martinez González,3
2332,3331,Noelia Pulido-Gascón,6
2333,3332,Rosenda Espinosa Pombo,4
2334,3333,América Manrique Pereira,8
2335,3334,Filomena Perelló,7
2336,3335,Goyo Hierro-Gallart,10
2337,3336,Evaristo Pont-Santana,3
2338,3337,Pascual del Hurtado,3
2339,3338,Cintia Aliaga Olmo,4
2340,3339,Ani de Larrea,6
2341,3340,Sabas Lledó Martin,2
2342,3341,Jorge de Cordero,1
2343,3342,Nydia Ferrán Tirado,5
2344,3343,Teodoro Abril Peinado,2
2345,3344,Noelia Amigó Palacios,9
2346,3345,Belen Cueto Novoa,7
2347,3346,Sandra del Rocha,5
2348,3347,Ovidio Colomer Cañellas,5
2349,3348,Carina Becerra Campoy,3
2350,3349,Paca Ríos-Campoy,3
2351,3350,Jose Miguel Galo Pera Bosch,3
2352,3351,Joaquín Machado,9
2353,3352,Abril Vives Asenjo,7
2354,3353,Matilde Talavera Pablo,5
2355,3354,Zaida Salinas Ariño,3
2356,3355,Guillermo Seguí Torrijos,1
2357,3356,Vinicio Cózar Lucena,7
2358,3357,Emigdio Carro-Jurado,5
2359,3358,Brígida Granados Álvarez,10
2360,3359,Mónica Ribes Garcés,6
2361,3360,Florentino Hoyos Lumbreras,9
2362,3361,Reyes Ernesto Moraleda Folch,7
2363,3362,Margarita Villar Paredes,2
2364,3363,Luis Ángel Corominas-Domínguez,8
2365,3364,Maricruz Calderon Palacio,9
2366,3365,Celestina de Lobo,1
2367,3366,Edgardo Mas Figueroa,10
2368,3367,Pepita Hernández Uría,4
2369,3368,Estrella Lobato Barroso,4
2370,3369,María Ángeles Coello Cueto,1
2371,3370,Ámbar Fernandez Pavón,4
2372,3371,Aitor Villaverde Royo,3
2373,3372,Felipa Flores Murcia,6
2374,3373,Manu Baena Arranz,9
2375,3374,Ariadna Sastre,5
2376,3375,León Bertrán Valcárcel,2
2377,3376,Bernardo Farré Rodríguez,5
2378,3377,Ovidio Martí Ribera,4
2379,3378,Nicolás Olivé-Barón,1
2380,3379,Estefanía Cuervo Caro,8
2381,3380,Claudio Blanes Vallejo,3
2382,3381,Miguela Somoza-Lasa,7
2383,3382,Genoveva Perelló,3
2384,3383,Máximo Prado Arranz,3
2385,3384,Tamara Murillo Cuéllar,5
2386,3385,Chema Gonzalo Ortuño Esparza,4
2387,3386,Teobaldo Miranda,1
2388,3387,Irma Uriarte Reguera,10
2389,3388,Sebastian Cal Laguna,1
2390,3389,Cecilio Ponce Carretero,5
2391,3390,Ágata Camino,3
2392,3391,Armando Guzmán Sabater,4
2393,3392,Ernesto Casal,4
2394,3393,Olimpia Trini Camps Piña,4
2395,3394,Haroldo Castañeda Font,7
2396,3395,Nazaret Castilla Cabo,4
2397,3396,Prudencio de Porcel,9
2398,3397,Marisa Nogués Ortuño,1
2399,3398,Severino Cuesta Redondo,7
2400,3399,Juan Carlos Jordán Ribas,4
2401,3400,Odalis Paula Pedrosa Catalá,6
2402,3401,Nazario Soriano,9
2403,3402,Francisco Javier Criado Abril,8
2404,3403,Javi Orozco Castells,2
2405,3404,Samanta Ortiz Artigas,4
2406,3405,Leonel Piñol Lorenzo,3
2407,3406,Paulina Galvez Jaume,4
2408,3407,Micaela Dueñas Ledesma,9
2409,3408,Abril Mendez,7
2410,3409,Esperanza Casanova Moreno,5
2411,3410,Odalys del Puente,7
2412,3411,Flavio Valentín Lamas,7
2413,3412,Eufemia Peral Ibañez,6
2414,3413,María Teresa Ferrera-Rocamora,9
2415,3414,Eleuterio Ledesma Valenzuela,9
2416,3415,Marina de Guzmán,2
2417,3416,Nacio de Pacheco,6
2418,3417,Fátima Cayetana Egea Parejo,3
2419,3418,Anastasia Jaume Rodríguez,1
2420,3419,Noemí Ripoll Saez,7
2421,3420,Rosario Uriarte Llanos,9
2422,3421,Flor Tudela Gutiérrez,8
2423,3422,Gustavo Barba Peláez,2
2424,3423,Nicolasa Juan Gimenez,8
2425,3424,Chus Trujillo Mendez,2
2426,3425,Rico Castillo Lerma,7
2427,3426,Melisa Duran Pombo,9
2428,3427,Irma Marqués Márquez,2
2429,3428,Ariadna Milla Salom,7
2430,3429,Heriberto Sebastián Carpio Fuster,2
2431,3430,Emma del Gibert,10
2432,3431,Paola Grau Seguí,5
2433,3432,Manuel Alemán Morales,6
2434,3433,Santiago Laguna Bárcena,2
2435,3434,María Manuela Pereira-Simó,6
2436,3435,Cesar Corominas Escribano,5
2437,3436,Ignacia Mariño Torre,1
2438,3437,Nélida Vega Guzmán,2
2439,3438,Heliodoro del Chaparro,2
2440,3439,Aarón Peralta Avilés,5
2441,3440,Ruth Natalia Duran Cervera,8
2442,3441,Pacífica Jennifer Ribera Tudela,8
2443,3442,Dolores Novoa Salazar,10
2444,3443,Isabela Palau Narváez,8
2445,3444,Andrés Pol Tudela,1
2446,3445,Jose Francisco Gámez Ayuso,3
2447,3446,Horacio Pinilla Vidal,3
2448,3447,Juan Manuel Farré Avilés,5
2449,3448,Celso del Ferrán,1
2450,3449,Augusto del Vives,6
2451,3450,Ruperto de Fuster,4
2452,3451,Marc Sola,3
2453,3452,Jessica Jara Serna,10
2454,3453,Áurea del Santiago,1
2455,3454,Teodosio Molins Serna,3
2456,3455,Jose Luis Olivera Álamo,9
2457,3456,Edelmiro Marin,7
2458,3457,Baltasar Pizarro Criado,10
2459,3458,Javi Vélez Arregui,3
2460,3459,Haroldo Pineda Gárate,6
2461,3460,Micaela Cadenas-Roldan,6
2462,3461,Ligia Bermudez Peña,5
2463,3462,Javier Aarón Mesa Cervantes,7
2464,3463,Cirino Barón Porcel,1
2465,3464,Basilio Carranza Gallart,8
2466,3465,Gonzalo Sanchez Sotelo,5
2467,3466,Gertrudis Villegas Martinez,8
2468,3467,Florina Galán Serrano,10
2469,3468,Bernarda Barón Cañas,8
2470,3469,Iker Rozas Barranco,2
2471,3470,María Belén Sanz-Teruel,8
2472,3471,Regina Tolosa Bermejo,9
2473,3472,Atilio Danilo Ibañez Barreda,4
2474,3473,Selena Royo,5
2475,3474,Selena Alcaraz Andrés,8
2476,3475,Juanito Ismael Zaragoza Tamarit,10
2477,3476,Mauricio de Solano,5
2478,3477,Leonel Calderon Valera,6
2479,3478,Amador Fabián Mas Lorenzo,4
2480,3479,Curro Ricart Sáenz,4
2481,3480,Cecilia de Bosch,3
2482,3481,Jose Francisco Ildefonso Estrada Expósito,5
2483,3482,Maura Cases Porta,5
2484,3483,Tere Chacón Aller,6
2485,3484,Dulce África Téllez Correa,8
2486,3485,Concepción Soler Rivero,5
2487,3486,Mario Montalbán Riba,4
2488,3487,Jeremías Gordillo,1
2489,3488,Celia Escolano Rosselló,5
2490,3489,Geraldo Cantón,10
2491,3490,Erasmo Arévalo Uribe,9
2492,3491,Lope Valcárcel Adán,10
2493,3492,Guiomar Bernal Coronado,2
2494,3493,Etelvina Valcárcel Crespi,2
2495,3494,Lucho Ledesma Cabrera,3
2496,3495,Ismael Gras Arroyo,2
2497,3496,Hermenegildo Salinas-Real,10
2498,3497,Leonor del Rosales,2
2499,3498,Magdalena Zapata Alemán,5
2500,3499,Agapito Toño Mata Rosado,7
2501,3500,Adelia Gonzalez Acero,4
2502,3501,Estrella Gisbert-Rosa,6
2503,3502,Cayetana Cazorla Guzman,7
2504,3503,Fausto Pepito Ribes Varela,3
2505,3504,Ramón Vergara Pizarro,5
2506,3505,Daniel Llorente Ortuño,3
2507,3506,Luis Miguel Guerrero,8
2508,3507,Quique Jenaro Mendoza Galindo,9
2509,3508,Eliseo Olmedo Madrigal,3
2510,3509,Victoriano Vives Anguita,7
2511,3510,Quirino Solsona Pino,2
2512,3511,Jorge Otero Belda,2
2513,3512,Clarisa Lago Navarro,3
2514,3513,Otilia Avilés Jurado,6
2515,3514,Rodrigo Narváez,4
2516,3515,Ana Belén Gargallo Palomar,6
2517,3516,Edelmiro Juan Manuel Vall Higueras,1
2518,3517,Alfonso Vilanova Jódar,1
2519,3518,Jose Miguel Sureda Francisco,8
2520,3519,Florina Vergara Soto,2
2521,3520,Juan Gutierrez Sarabia,10
2522,3521,Esmeralda Vicens Olivera,1
2523,3522,Demetrio Palacios Collado,5
2524,3523,Javiera Revilla Ibañez,10
2525,3524,Ascensión Cánovas Escudero,8
2526,3525,Cristóbal Serrano Bayona,7
2527,3526,Antonia Rodriguez Pozuelo,2
2528,3527,Aristides Pablo Fuster,2
2529,3528,Vasco Colomer,1
2530,3529,Jordán Carrillo Marcos,1
2531,3530,Teodosio Bolaños Llamas,10
2532,3531,Celestino Salvà Alsina,5
2533,3532,Gervasio Fuertes Hoyos,6
2534,3533,Celso Fábregas Crespi,4
2535,3534,Buenaventura Viñas Solís,3
2536,3535,Patricia del Duque,5
2537,3536,Aníbal Alvarez Ibarra,1
2538,3537,Brígida de Iriarte,3
2539,3538,Mariana Piedad Colom Vélez,3
2540,3539,Aureliano Cadenas Menendez,3
2541,3540,Samu Llorens Puerta,6
2542,3541,Clarisa Mir,5
2543,3542,Paca Mendoza Paniagua,10
2544,3543,Luis Miguel Espiridión Acuña Bernal,3
2545,3544,María Dolores Barrio Santiago,4
2546,3545,Eduardo Villar Antón,3
2547,3546,Vinicio Echeverría Gras,7
2548,3547,Armando Arias Belda,6
2549,3548,Olimpia Bernardita Amor Galindo,10
2550,3549,Pepe Torralba Ballesteros,2
2551,3550,Fulgencio Badía Dávila,3
2552,3551,Teófila Ojeda Bermudez,8
2553,3552,Juanito Víctor Alberto Guzman,3
2554,3553,Magdalena de Peral,3
2555,3554,Eva Dominga Guerra Torre,3
2556,3555,Telmo Salgado-Llobet,5
2557,3556,Prudencio Juan Arrieta Molina,5
2558,3557,Aarón Merino Patiño,2
2559,3558,Julio César Jerónimo Pineda Gil,6
2560,3559,Jordán Salazar Lucas,10
2561,3560,Modesta Gil Quero,9
2562,3561,Rodrigo Cepeda Cuervo,2
2563,3562,Leandro Frías Montalbán,10
2564,3563,Ceferino Riquelme Menendez,6
2565,3564,Nazaret Pera Bolaños,8
2566,3565,Quirino Juan-Pozo,6
2567,3566,Anastasio Cantero Morante,10
2568,3567,José Antonio Álvaro Carretero,10
2569,3568,Ibán Osorio Mendizábal,9
2570,3569,Ángel Amat Arregui,7
2571,3570,Imelda Tomas-Pedrero,5
2572,3571,Fermín Rey Olmo,6
2573,3572,Ruth Herranz,5
2574,3573,Nidia Jiménez-Santamaría,8
2575,3574,Haroldo Segura,10
2576,3575,César Vendrell Bejarano,2
2577,3576,Lupe Calderon Daza,5
2578,3577,Aarón Baños Fajardo,10
2579,3578,Cayetana Azcona,7
2580,3579,Herminio Enríquez-Burgos,10
2581,3580,Fausto Cordero Oliveras,5
2582,3581,Jose Miguel Borrás-Madrigal,9
2583,3582,Vicente Venceslás Vélez Escolano,6
2584,3583,Estela Marisol Yáñez Cortina,4
2585,3584,Teófilo Recio-Fábregas,9
2586,3585,Apolonia Aurelia Vicens Frías,5
2587,3586,Rufino Cobos-Elorza,8
2588,3587,Gabino Anguita Samper,8
2589,3588,Natanael Vargas Fuertes,1
2590,3589,Severiano Benet Tur,7
2591,3590,Marcelino Abril Bartolomé,7
2592,3591,Miguela Cornejo Menendez,10
2593,3592,Marcio Esteban Rubio,9
2594,3593,Norberto Infante-Tomás,5
2595,3594,Damián Sabater Villegas,7
2596,3595,Macarena Diaz Zaragoza,6
2597,3596,Jose Mayo Chaparro,7
2598,3597,Nando Calderon,5
2599,3598,Victorino Patricio Sosa Feliu,4
2600,3599,Begoña Arnal Girón,1
2601,3600,Ismael Pla Ocaña,7
2602,3601,Prudencia Gisbert Hurtado,7
2603,3602,Onofre Aranda Mayo,8
2604,3603,Natalio Correa Jover,3
2605,3604,Macaria Lloret Quiroga,6
2606,3605,Carlota Tormo Palacio,2
2607,3606,Juan Luis Molins Murillo,6
2608,3607,Marisa Llabrés Casanova,9
2609,3608,Jose Angel Folch Asenjo,1
2610,3609,Ema Luís Romeu,7
2611,3610,Gervasio Romero López,8
2612,3611,Martina Sala Estevez,4
2613,3612,Glauco Guitart,1
2614,3613,Ruperto de Diéguez,5
2615,3614,Tristán Gallardo,7
2616,3615,Malena Pizarro Pedrero,3
2617,3616,Julián Cabello,7
2618,3617,Sandalio Rolando Coronado Cabezas,3
2619,3618,Dionisia Adelia Barrena Sala,5
2620,3619,Rita Nadal Prats,1
2621,3620,Encarnacion Palacio Caro,5
2622,3621,Maximiano Angulo Lobato,9
2623,3622,Marcos Vargas-Santos,10
2624,3623,Américo Muñoz Fábregas,7
2625,3624,Roxana Amores Reig,10
2626,3625,Leopoldo Heras Solano,3
2627,3626,Héctor Mata Calzada,8
2628,3627,Íñigo Rivas,3
2629,3628,Paz Rodrigo,6
2630,3629,Yago Carmona Escalona,10
2631,3630,Noa Borrás Bayona,4
2632,3631,África Juárez Castelló,2
2633,3632,Estela Araceli Moliner Armengol,6
2634,3633,Luisa Recio Saldaña,2
2635,3634,Sabina Lobo Cabrero,7
2636,3635,Leandro Villalonga Fabregat,4
2637,3636,Ibán Riera,8
2638,3637,Reyna Cánovas-Lledó,1
2639,3638,Jose Francisco Mario Domingo Guerrero,3
2640,3639,Heliodoro Carrasco,7
2641,3640,Juan López,7
2642,3641,Dalila Arteaga Ibañez,7
2643,3642,Casandra de Ríos,3
2644,3643,Pía Robledo Barriga,8
2645,3644,Clímaco del Alegre,6
2646,3645,Natanael Pinedo Tejedor,7
2647,3646,Salomé Salomé Acedo Padilla,7
2648,3647,Olalla Saez Santana,1
2649,3648,Mónica Olivera Puig,2
2650,3649,Alex Arnau Sales,6
2651,3650,Eli Mariño-Piña,8
2652,3651,Rodrigo de Ayuso,6
2653,3652,Encarna Folch-Goicoechea,10
2654,3653,Prudencio Quesada Tena,2
2655,3654,Esther Ortuño,2
2656,3655,Amor Barreda,2
2657,3656,Fabián Crespo Toro,2
2658,3657,Zaira Pelayo Piñeiro,9
2659,3658,Jose Antonio Ortuño Esteban,7
2660,3659,Aurora Vall Manuel,7
2661,3660,Brígida Sobrino Mora,2
2662,3661,Hortensia Soriano Barceló,5
2663,3662,Paloma de Boix,3
2664,3663,Amaya Gabaldón Cañizares,7
2665,3664,Marcial Gilberto Losada Suarez,1
2666,3665,Desiderio de Verdú,7
2667,3666,Albert Frías Hernández,10
2668,3667,Amaya Cabo Nogueira,1
2669,3668,Baltasar del Roman,7
2670,3669,Aníbal Roca Belmonte,2
2671,3670,Marcio Llano Porta,1
2672,3671,Rosendo Corominas Nogués,2
2673,3672,María Dolores Crespi,5
2674,3673,Joel Reguera Fernandez,7
2675,3674,Reina Barrena,4
2676,3675,Maricela Cifuentes Chamorro,8
2677,3676,Porfirio Pomares,2
2678,3677,Albano Linares Tormo,10
2679,3678,Mar Borja Cano,7
2680,3679,Laura Aznar Suarez,7
2681,3680,Asunción Perera Diaz,10
2682,3681,Herminio Samper Gallego,4
2683,3682,Cruz Montero Bas,5
2684,3683,Sofía del Mora,9
2685,3684,Raquel Viana Sala,1
2686,3685,Isidora Piña,6
2687,3686,Aarón de Heras,6
2688,3687,Encarnita Castejón Marcos,10
2689,3688,Rosa María Frías Gibert,9
2690,3689,Danilo Blanch Tamarit,8
2691,3690,Odalis Castillo Juárez,3
2692,3691,Palmira Ricart Sans,10
2693,3692,Julieta Serra-Uría,5
2694,3693,Dulce Ferrán Poza,5
2695,3694,Ángel Ochoa Gras,1
2696,3695,Valerio Sierra Morante,4
2697,3696,Vidal Aguilera Anaya,8
2698,3697,Florencia Manso Vigil,7
2699,3698,Carla Vilanova Gárate,6
